Prev_start_date,Prev_expiry_date,New_drop_date,CnAdrPrf_ZIP,CnAttrCat_1_01_Comments,CnAttrCat_2_01_Comments,CnAttrCat_4_01_Description,CnAttrCat_5_01_Description,CnBio_Age,CnBio_Constit_Code,CnBio_ID,CnBio_Import_ID,CnMem_1_01_Consecutive_Years,CnMem_1_01_Cur_Category_description,CnMem_1_01_Cur_Expires_on,CnMem_1_01_Date_Joined,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Standing,Number_of_Records
,,,60187-2902,,,,,66,Individuals,106251,01894-079-0037517,16,Morton 4,12/31/14,3/15/98,,Active,1
,,,60563,,,,,,Individuals,17946,19960415_RV_017946,18,Morton 1,5/31/15,4/30/96,,Active,1
,,,60148,,,,,,Individuals,125165,01894-079-0064843,12,Morton 2,6/30/15,3/11/02,,Active,1
,,,60148,,,,,,Individuals,133828,01894-593-0000081654,10,2 YR Morton 4,4/30/16,4/16/04,,Active,1
,,,60563,,,,,85,Individuals,2206,19931201_DF_002206,21,2 YR Morton 2,6/30/16,3/31/93,,Active,1
,,,60563-2635,,,,,76,Individuals,107063,01894-079-0038604,16,2 YR Morton 2,8/31/15,4/22/98,,Active,1
,,,60540-9418,,,,,50,Individuals,6850,19940110_BO_006850,21,Morton 4,3/31/15,1/31/93,,Active,1
,,,60517-1238,,,,,,Individuals,133789,01894-593-0000081588,10,2 YR Morton 1,5/31/15,4/14/04,,Active,1
,,,60515,,,,,67,Individuals,102234,01894-079-0029680,17,2 YR Morton 2,4/30/16,4/8/97,,Active,1
,,,60189,,,,,58,Individuals,114214,01894-079-0048429,13,Morton 6,4/30/15,12/1/00,,Active,1
,,,60540,,,,,52,Volunteers,138680,01894-593-0000090280,9,Elm Circle,4/30/15,3/21/05,,Active,1
,,,60563,,,,,,Individuals,129576,01894-079-0072181,11,2 YR Morton 1,5/31/16,3/23/03,,Active,1
,,,60532,,,,,56,Employee,137837,01894-593-0000088923,7,Morton 2,12/31/14,4/23/07,,Active,1
,,,60515-2646,,,,,65,Individuals,130004,01894-079-0072865,11,2 YR Morton 2,4/30/15,4/22/03,,Active,1
,,,60532-1851,,,,,82,Individuals,138754,01894-593-0000090397,9,Morton 1,5/31/15,3/22/05,,Active,1
,,,60532-2446,,,,,89,Individuals,105108,01894-079-0035796,17,Morton 2,2/28/15,11/3/97,,Active,1
,,,60137-5409,,,Recipient,Donor,84,Individuals,6263,19940105_AM_006263,21,Morton 1,3/31/15,3/31/93,,Active,1
,,,60563,,,,Donor,88,Individuals,5680,19940103_DS_005680,21,Morton 4,4/30/15,3/31/93,,Active,1
,,,60123-2674,,,,,,Individuals,125800,01894-079-0065761,12,Morton 2,4/30/15,4/14/02,,Active,1
,,,60565,,,,,,Individuals,138790,01894-593-0000090464,9,Morton 4,8/31/15,3/26/05,,Active,1
,,,60523,,,,,69,Individuals,116785,01894-079-0050821,14,2 YR Morton 2,6/30/16,5/1/00,,Active,1
,,,60189-6639,,,,,51,Individuals,130601,01894-079-0073834,11,Morton 4,7/31/15,5/26/03,,Active,1
,,,60513-1936,,,,,,Individuals,18417,19960528_KF_018417,18,Morton 2,5/31/15,5/31/96,,Active,1
,,,60534,,,,,60,Individuals,110195,01894-079-0043066,15,Morton 4,4/30/15,2/7/99,,Active,1
,,,60544-6407,,,,,77,Individuals,134035,01894-593-0000082024,10,2 YR Morton 2,4/30/16,4/26/04,,Active,1
,,,60564,,,,,81,Individuals,217584,01894-593-0000236781,21,Morton 1,6/30/15,9/30/93,,Active,1
,,,60532,,,,,43,Individuals,148614,01894-593-0000107609,8,2 YR Morton 6,7/31/15,4/19/06,,Active,1
,,,60187-3850,,,,,70,Individuals,125702,01894-079-0065613,12,2 YR Morton 4,6/30/15,4/11/02,,Active,1
,,,60559-8607,,,,,71,Individuals,111342,01894-079-0044586,15,2 YR Morton 1,7/31/15,5/7/99,,Active,1
,,,60137-4904,,,,,86,Individuals,18281,19960508_WJ_018281,18,Morton 2,7/31/15,5/31/96,,Active,1
,,,60532-2003,,,,,61,Individuals,116334,01894-079-0050180,14,2 YR Morton 2,5/31/16,4/6/00,,Active,1
,,,60187,,,,,,Individuals,122111,01894-079-0059697,13,2 YR Morton 2,5/31/16,6/6/01,,Active,1
,,,60540,,,,,57,Individuals,110884,01894-079-0043989,15,Morton 2,11/30/15,4/21/99,,Active,1
,,,60402,,,,,,Individuals,148726,01894-593-0000107822,8,Morton 4,11/30/14,4/20/06,,Active,1
,,,60630,,,,,81,Individuals,18135,19960501_AJ_018135,18,Morton 2,5/31/15,5/31/96,,Active,1
,,,60302,,,,,69,Individuals,111258,01894-079-0044475,15,Morton 2,7/31/15,5/4/99,,Active,1
,,,60440-1909,,,,,40,Individuals,133733,01894-593-0000081477,10,2 YR Morton 6,5/31/16,4/11/04,,Active,1
,,,60505,,,,,,Individuals,130817,01894-079-0074330,11,Morton 6,6/30/15,6/16/03,,Active,1
,,,60515,,,,,42,Individuals,148782,01894-593-0000107931,8,Morton 6,12/31/15,4/21/06,,Active,1
,,,60126,,,,,43,Individuals,148850,01894-593-0000108049,8,Morton 6,5/31/15,4/22/06,,Active,1
,,,60540,,,,,,Individuals,117739,01894-079-0052054,8,2 YR Morton 6,4/30/15,4/23/06,,Active,1
,,,60565,,,,,40,Individuals,148868,01894-593-0000108081,8,Morton 4,6/30/15,4/23/06,,Active,1
,,,60565,,,,,,Individuals,148873,01894-593-0000108092,8,2 YR Morton 2,9/30/16,4/23/06,,Active,1
,,,60558-2222,,,,Donor,72,Individuals,119990,01894-079-0056014,13,2 YR Morton 4,10/31/16,11/20/00,,Active,1
,,,60137-4822,,,,,63,Individuals,3402,19931208_DJ_003402,20,2 YR Morton 2,3/31/16,12/31/93,,Active,1
,,,60563,,,,,60,Individuals,136459,01894-593-0000086482,9,2 YR Morton 2,5/31/15,10/10/05,,Active,1
,,,60613-1716,,,,,,Individuals,140154,01894-593-0000092746,9,Morton 4,7/31/15,6/1/05,,Active,1
,,,60137-6163,,,,,43,Individuals,103114,01894-079-0031437,17,2 YR Morton 1,7/31/15,5/19/97,,Active,1
,,,60517-1622,,,,,81,Individuals,8936,19940117_DS_008936,20,2 YR Morton 2,6/30/15,6/30/94,,Active,1
,,,60655-3656,,,,,80,Individuals,111871,01894-079-0045291,15,Morton 2,6/30/15,6/19/99,,Active,1
,,,60532-3276,,,,,49,Volunteers,148547,01894-593-0000107513,8,2 YR Morton 1,4/30/15,4/25/06,,Active,1
,,,60540,,,,,51,Individuals,126498,01894-079-0066862,12,2 YR Morton 1,8/31/16,5/21/02,,Active,1
,,,60189,,,,,,Individuals,133791,01894-593-0000081593,10,2 YR Morton 4,6/30/16,4/14/04,,Active,1
,,,60172-3428,,,,,,Individuals,134937,01894-593-0000083615,10,2 YR Morton 4,7/31/16,6/26/04,,Active,1
,,,60187,,,,,,Individuals,148913,01894-593-0000108165,8,2 YR Morton 6,4/30/16,4/25/06,,Active,1
,,,60561,,,,,73,Individuals,124601,01894-079-0063859,12,Morton 4,6/30/15,12/20/01,,Active,1
,,,60137-5037,,,,,81,Individuals,15518,19950623_LH_015518,17,Morton 1,7/31/15,7/23/97,,Active,1
,,,60515-1266,,,,,86,Individuals,148955,01894-593-0000108233,8,2 YR Morton 1,4/30/15,4/26/06,,Active,1
,,,60189,,,,,,Individuals,148937,01894-593-0000108208,8,Morton 1,6/30/15,4/26/06,,Active,1
,,,60651-2113,,,,,,Individuals,15209,19950523_DG_015209,19,Morton 2,5/31/15,5/31/95,,Active,1
,,,60187,,,,Donor,65,Individuals,4045,19931215_HJ_004045,21,2 YR Morton 2,6/30/16,5/31/93,,Active,1
,,,60514-1417,,,,,70,Individuals,2109,19931130_JF_002109,21,Morton 4,6/30/15,5/31/93,,Active,1
,,,60516-3604,,,,Donor,,Individuals,134614,01894-593-0000083081,10,Morton 4,12/31/14,6/8/04,,Active,1
,,,60148,,,,,37,Individuals,149096,01894-593-0000108483,8,2 YR Morton 4,4/30/16,4/26/06,,Active,1
,,,60187,,,,Donor,,Individuals,133815,01894-593-0000081634,8,2 YR Morton 6,10/31/15,9/19/06,,Active,1
,,,60477-5399,,,,,,Individuals,149099,01894-593-0000108490,8,2 YR Morton 4,6/30/16,4/26/06,,Active,1
,,,60532,,,,,76,Individuals,111844,01894-079-0045259,15,2 YR Morton 1,8/31/16,6/15/99,,Active,1
,,,60148-3803,,,,,60,Individuals,133671,01894-593-0000081352,10,Morton 1,11/30/14,4/5/04,,Active,1
,,,60513,,,,,64,Individuals,106531,01894-079-0037914,16,2 YR Morton 2,3/31/16,4/5/98,,Active,1
,,,60464-1401,,,,,,Individuals,148621,01894-593-0000107622,8,Morton 1,4/30/15,4/28/06,,Active,1
,,,60137,,,,,70,Individuals,149126,01894-593-0000108540,8,Morton 2,4/30/15,4/28/06,,Active,1
,,,60516-2435,,,,,68,Individuals,125498,01894-079-0065347,12,Morton 2,5/31/15,4/6/02,,Active,1
,,,60137-6763,,,,Donor,,Employee,130421,01894-079-0073519,11,Morton 4,5/31/15,5/20/03,,Active,1
,,,60302-1102,,,Recipient,,64,Individuals,9220,19940117_PT_009220,20,Morton 2,12/31/14,3/31/94,,Active,1
,,,60402,,,,,,Individuals,110482,01894-079-0043471,15,2 YR Morton 2,6/30/16,3/21/99,,Active,1
,,,60187,,,,Donor,59,Individuals,149226,01894-593-0000108708,8,2 YR Morton 4,6/30/16,4/29/06,,Active,1
,,,60532-7406,,,,,59,Individuals,148701,01894-593-0000107781,4,Morton 2,7/31/15,5/8/10,,Active,1
,,,60108-1744,,,,,87,Individuals,5708,19940103_LM_005708,20,Retiree,1/31/15,10/10/94,,Active,1
,,,60440-2086,,,,,76,Individuals,139675,01894-593-0000091946,9,2 YR Morton 1,5/31/15,5/9/05,,Active,1
,,,60555,,,,,,Individuals,140496,01894-593-0000093343,9,2 YR Morton 2,7/31/15,6/19/05,,Active,1
,,,60540-8385,,,,,,Individuals,133915,01894-593-0000081816,10,2 YR Morton 2,4/30/15,4/19/04,,Active,1
,,,60187-4027,,,,,66,Individuals,110806,01894-079-0043891,15,2 YR Morton 2,10/31/15,4/14/99,,Active,1
,,,60565-6187,,,,Donor,83,Individuals,117746,01894-079-0052063,14,Morton 2,8/31/15,6/17/00,,Active,1
,,,60540-5725,,,,,73,Individuals,149245,01894-593-0000108740,8,2 YR Morton 6,8/31/15,5/1/06,,Active,1
,,,60137-7052,,,,,,Individuals,110440,01894-079-0043412,15,2 YR Morton 4,8/31/16,3/16/99,,Active,1
,,,60532-3138,,,,Donor,,Volunteers,2050,19931129_JD_002050,21,2 YR Morton 2,12/31/15,4/30/93,,Active,1
,,,60516-1783,,,,,71,Individuals,5619,19931230_SS_005619,21,2 YR Morton 4,5/31/16,4/30/93,,Active,1
,,,60517-1431,,,,,,Individuals,896,19931111_CB_000896,21,2 YR Morton 2,7/31/16,5/31/93,,Active,1
,,,60532,,,,,45,Individuals,130710,01894-079-0074053,11,2 YR Morton 4,6/30/16,6/6/03,,Active,1
,,,60532-1717,,,,,76,Individuals,18478,19960531_AS_018478,18,Morton 4,5/31/15,5/31/96,,Active,1
,,,60190,,,,,,Individuals,122183,01894-079-0059824,13,Morton 2,8/31/15,6/9/01,,Active,1
,,,60190,,,,Donor,75,Individuals,117578,01894-079-0051868,14,2 YR Morton 2,6/30/15,6/10/00,,Active,1
,,,60532,,,,,,Individuals,149412,01894-593-0000109044,8,2 YR Morton 4,7/31/16,5/2/06,,Active,1
,,,60189,,,,,62,Individuals,102677,01894-079-0030678,17,2 YR Morton 2,9/30/15,5/5/97,,Active,1
,,,60515,,,,,72,Individuals,100796,01894-079-0026248,18,2 YR Morton 2,10/31/16,10/15/96,,Active,1
,,,60554-6448,,,,,66,Individuals,140361,01894-593-0000093114,9,2 YR Morton 6,11/30/15,6/12/05,,Active,1
,,,60585,,,,,58,Individuals,130787,01894-079-0074257,11,2 YR Morton 4,7/31/15,6/13/03,,Active,1
,,,60431,,,,,,Individuals,134571,01894-593-0000083006,10,Morton 4,7/31/15,6/6/04,,Active,1
,,,60540,,,,,53,Individuals,110957,01894-079-0044080,15,Morton 1,10/31/15,4/29/99,,Active,1
,,,60515,,,,,,Individuals,134397,01894-593-0000082688,10,Morton 6,5/31/15,5/19/04,,Active,1
,,,60540-6343,,,,,79,Individuals,1348,19931119_DC_001348,21,Morton 4,7/31/15,6/30/93,,Active,1
,,,60137,,,,,,Individuals,149275,01894-593-0000108792,8,2 YR Morton 4,8/31/15,5/3/06,,Active,1
,,,60516,,,,,53,Individuals,139790,01894-593-0000092139,9,Morton 2,10/31/15,5/15/05,,Active,1
,,,60605-2018,,,,,80,Individuals,116606,01894-079-0050591,14,2 YR Morton 1,8/31/16,4/24/00,,Active,1
,,,60525,,,,,66,Individuals,103098,01894-079-0031405,17,2 YR Morton 1,6/30/16,5/20/97,,Active,1
,,,60005,,,,,,Individuals,149341,01894-593-0000108908,8,Morton 2,7/31/15,5/4/06,,Active,1
,,,60516-4327,,,,,84,Individuals,605,19931104_JB_000605,21,Morton 4,9/30/15,4/30/93,,Active,1
,,,60517-1316,,,,,83,Individuals,6235,19940105_EM_006235,21,Morton 2,7/31/15,6/30/93,,Active,1
,,,60565-1759,,,,,60,Individuals,126485,01894-079-0066844,12,Morton 4,5/31/15,5/19/02,,Active,1
,,,60187-5905,,,,,48,Individuals,134291,01894-593-0000082493,10,Morton 2,4/30/15,5/15/04,,Active,1
,,,60446-5195,,,,,82,Individuals,4608,19931222_MK_004608,21,Morton 2,6/30/15,5/31/93,,Active,1
,,,60532,,,,,58,Individuals,140563,01894-593-0000093450,9,Morton 2,6/30/15,6/20/05,,Active,1
,,,60532-2369,,,,,81,Individuals,6044,19940104_AM_006044,21,Morton 4,7/31/15,4/30/93,,Active,1
,,,60561-3549,,,,,,Individuals,149394,01894-593-0000109008,8,2 YR Morton 4,10/31/15,5/4/06,,Active,1
,,,60516-1363,,,,,33,Individuals,134790,01894-593-0000083347,10,2 YR Morton 2,7/31/16,6/17/04,,Active,1
,,,60555-1005,,,,Donor,66,Individuals,107679,01894-079-0039443,16,Morton 4,8/31/15,5/26/98,,Active,1
,,,60517-1816,,,,,65,Individuals,134777,01894-593-0000083329,10,Morton 4,7/31/15,6/17/04,,Active,1
,,,60546-2201,,,,,71,Individuals,134613,01894-593-0000083079,10,Morton 1,9/30/15,6/8/04,,Active,1
,,,60439,,,,Donor,68,Individuals,126901,01894-079-0067544,12,Morton 2,10/31/15,6/25/02,,Active,1
,,,60103,,,,,,Individuals,126113,01894-079-0066258,12,2 YR Morton 2,5/31/15,4/28/02,,Active,1
,,,60192,,,,,,Individuals,149476,01894-593-0000109158,8,2 YR Morton 4,6/30/15,5/6/06,,Active,1
,,,60452-4474,,,,,54,Individuals,149477,01894-593-0000109160,8,2 YR Morton 2,6/30/16,5/6/06,,Active,1
,,,60148,,,,,,Individuals,149520,01894-593-0000109233,8,2 YR Morton 2,5/31/15,5/7/06,,Active,1
,,,60187,,,,,54,Individuals,103643,01894-079-0032732,17,Morton 4,11/30/15,6/21/97,,Active,1
,,,60564,,,,,64,Individuals,140874,01894-593-0000093993,9,2 YR Morton 1,6/30/16,7/11/05,,Active,1
,,,60148-3320,,,,,90,Individuals,8733,19940117_RS_008733,20,Morton 2,9/30/15,6/30/94,,Active,1
,,,60532,,,,,,Individuals,145402,01894-593-0000102123,9,Morton 4,3/31/15,11/3/05,,Active,1
,,,60516,,,,,67,Individuals,3496,19931210_TM_003496,20,Morton 1,12/31/15,12/31/93,,Active,1
,,,60517,,,,,62,Individuals,9396,19940117_JR_009396,21,Morton 4,2/28/15,10/31/93,,Active,1
,,,60540-7642,,,,,,Individuals,145394,01894-593-0000102107,9,2 YR Morton 2,11/30/15,11/4/05,,Active,1
,,,60189,,,,,63,Individuals,145474,01894-593-0000102264,9,2 YR Morton 2,1/31/15,11/5/05,,Active,1
,,,60137-3815,,,,,72,Individuals,6211,19940105_MM_006211,21,2 YR Morton 2,5/31/16,4/30/93,,Active,1
,,,60532-2786,,,,Donor,92,Individuals,6452,19940106_RM_006452,21,Morton 2,1/31/15,12/31/92,,Active,1
,,,60516-1731,,,,,63,Individuals,311,19931102_MB_000311,21,2 YR Morton 4,12/31/15,12/31/92,,Active,1
,,,60108-1424,,,,,54,Individuals,124345,01894-079-0063478,12,2 YR Morton 4,1/31/16,12/6/01,,Active,1
,,,60634-3201,,,,,92,Individuals,2894,19931206_LG_002894,21,Morton 2,9/30/15,7/31/93,,Active,1
,,,60189,,,,Donor,65,Individuals,108666,01894-079-0040916,16,Morton 2,1/31/15,9/23/98,,Active,1
,,,60510-9677,,,,,53,Individuals,137639,01894-593-0000088635,9,Morton 4,12/31/14,11/23/04,,Active,1
,,,60189,,,,,57,Individuals,1499,19931122_BC_001499,20,2 YR Morton 6,1/31/16,12/31/93,,Active,1
,,,60521-3015,,,,Donor,61,Individuals,132363,01894-079-0078500,10,2 YR Morton 4,1/31/15,1/11/04,,Active,1
,,,60137-7094,,,,,63,Individuals,488,19931103_SB_000488,20,2 YR Morton 4,1/31/16,1/31/94,,Active,1
,,,60527,,,,,86,Individuals,2160,19931130_JF_002160,21,Morton 1,3/31/15,9/30/93,,Active,1
,,,60137-6167,,,,,64,Individuals,109402,01894-079-0041907,16,Morton 4,1/31/15,11/2/98,,Active,1
,,,60515,,,,Donor,,Individuals,145665,01894-593-0000102593,9,Morton 4,1/31/15,11/11/05,,Active,1
,,,60446,,,,,,Individuals,145719,01894-593-0000102700,8,2 YR Morton 2,12/31/15,11/13/05,,Active,1
,,,60187-6128,,,,Donor,85,Individuals,3812,19931214_MN_003812,21,2 YR Morton 1,6/30/15,2/28/93,,Active,1
,,,60137-6323,,,,,61,Individuals,104865,01894-079-0035482,17,2 YR Morton 4,1/31/15,10/20/97,,Active,1
,,,60526,,,,,81,Volunteers,112361,01894-079-0045921,15,2 YR Morton 1,10/31/15,8/12/99,,Active,1
,,,60532-1551,,,,Donor,72,Individuals,129359,01894-079-0071759,11,2 YR Morton 4,2/28/15,2/14/03,,Active,1
,,,53125-1955,,,,Donor,79,Individuals,1740,19931123_MD_001740,21,Morton 2,5/31/15,11/30/92,,Active,1
,,,60148-5006,,,,,,Individuals,77,19931029_AA_000077,20,2 YR Morton 2,1/31/16,1/31/94,,Active,1
,,,60544,,,,Donor,87,Volunteers,5961,19940104_MM_005961,21,Elm Circle,12/31/14,9/30/93,,Active,1
,,,60137-7340,,,,,79,Volunteers,10905,19940518_MP_010905,6,2 YR Morton 1,1/31/15,12/26/07,,Active,1
,,,60638-4408,,,Recipient,Donor,74,Individuals,127699,01894-079-0068931,12,2 YR Morton 2,9/30/15,9/15/02,,Active,1
,,,60515-5035,,,,,66,Individuals,622,19931104_PB_000622,20,Morton 2,12/31/14,11/30/93,,Active,1
,,,60526,,,Recipient,,,Individuals,16230,19950921_GW_016230,19,2 YR Morton 2,2/29/16,9/30/95,,Active,1
,,,60188,,,,Donor,87,Individuals,2758,19931206_JH_002758,21,Morton 4,9/30/15,7/31/93,,Active,1
,,,60517-1224,,,,Donor,,Individuals,124464,01894-079-0063658,12,Morton 4,1/31/15,12/14/01,,Active,1
,,,60515-2770,,,,Donor,76,Individuals,118206,01894-079-0052862,14,2 YR Morton 2,7/31/16,7/16/00,,Active,1
,,,60521-3318,,,,,66,Individuals,1458,19931122_EC_001458,21,Morton 2,5/31/15,1/31/93,,Active,1
,,,60139,,,,Donor,84,Individuals,139244,01894-593-0000091245,9,Morton 2,5/31/15,4/19/05,,Active,1
,,,60586-9633,,,,,67,Individuals,140384,01894-593-0000093156,9,2 YR Morton 2,7/31/15,6/13/05,,Active,1
,,,60181,,,Recipient,Donor,,Individuals,109963,01894-079-0042709,15,Morton 6,3/31/15,12/30/98,,Active,1
,,,60523-3745,,,,Donor,87,Individuals,2635,19931203_RS_002635,113,2 YR Morton 4,1/31/16,1/1/01,,Active,1
,,,60162-2028,,,,Donor,,Individuals,138653,01894-593-0000090234,9,Morton 1,9/30/15,8/9/05,,Active,1
,,,60137-7211,,,,Donor,41,Individuals,132892,01894-079-0079781,10,2 YR Morton 6,1/31/16,1/11/04,,Active,1
,,,60137,,,,Donor,70,Individuals,114333,01894-079-0048634,14,2 YR Morton 6,4/30/16,1/12/00,,Active,1
,,,60044-5406,,,,,,Individuals,138051,01894-593-0000089264,9,Morton 1,2/28/15,1/3/05,,Active,1
,,,60143,,,,,,Individuals,124087,01894-079-0063010,13,Morton 2,3/31/15,11/10/01,,Active,1
,,,60190-1533,,,,,88,Individuals,1924,19931124_WD_001924,21,Morton 2,1/31/15,11/30/92,,Active,1
,,,60005,,,,,,Individuals,124146,01894-079-0063108,12,Morton 1,12/31/15,11/17/01,,Active,1
,,,60189-8818,,,,Donor,68,Individuals,145860,01894-593-0000102941,8,Morton 4,11/30/15,11/26/05,,Active,1
,,,60510-2812,,,,,85,Individuals,1397,19931119_KF_001397,21,2 YR Morton 4,2/28/15,1/31/93,,Active,1
,,,60187,,,,Donor,43,Individuals,145908,01894-593-0000103018,5,Morton 4,11/30/14,7/5/09,,Active,1
,,,60515-2153,,,,,34,Individuals,128333,01894-079-0070026,12,2 YR Morton 2,12/31/15,10/28/02,,Active,1
,,,60134-2739,,,,,83,Individuals,105548,01894-079-0036443,16,Morton 2,1/31/15,12/19/97,,Active,1
,,,60532,,,,,,Individuals,145797,01894-593-0000102832,8,Morton 4,1/31/15,11/29/05,,Active,1
,,,60527-8903,,,,Donor,58,Individuals,134483,01894-593-0000082846,9,Trustee,12/31/14,12/10/04,,Active,1
,,,60558,,,,,,Individuals,138117,01894-593-0000089364,9,2 YR Morton 2,1/31/16,1/8/05,,Active,1
,,,60137-7388,,,,Donor,86,Volunteers,3896,19931215_BH_003896,21,Morton 4,6/30/15,4/30/93,,Active,1
,,,60137,,,,,,Individuals,132356,01894-079-0078484,10,2 YR Morton 4,4/30/15,12/3/03,,Active,1
,,,60137-6807,,,,,55,Individuals,125391,01894-079-0065205,12,2 YR Morton 4,5/31/16,3/30/02,,Active,1
,,,60516,,,,,75,Individuals,3671,19931214_MH_003671,24,2 YR Morton 1,3/31/16,12/31/89,,Active,1
,,,60521-4424,,,,,74,Individuals,1422,19931119_JC_001422,21,Elm Circle,1/31/15,8/31/93,,Active,1
,,,60707,,,,,64,Individuals,128142,01894-079-0069708,12,Morton 2,2/28/15,10/18/02,,Active,1
,,,49422-2188,,,,,69,Individuals,3905,19931215_WH_003905,20,Morton 4,2/28/15,1/31/94,,Active,1
,,,60532-0489,,,,,78,Individuals,6436,19940106_RM_006436,21,Morton 2,1/31/15,1/31/93,,Active,1
,,,60137,,,,,,Individuals,136667,01894-593-0000086881,10,2 YR Morton 4,9/30/15,9/29/04,,Active,1
,,,60137-3808,,,,,97,Individuals,6597,19940107_DP_006597,20,2 YR Morton 1,2/28/15,1/31/94,,Active,1
,,,60137-4823,,,,Donor,82,Individuals,6547,19940107_GM_006547,21,2 YR Morton 4,4/30/16,1/31/93,,Active,1
,,,60137-5418,,,,Donor,82,Individuals,779,19931110_JB_000779,32,Morton 4,7/31/15,5/31/82,,Active,1
,,,60187-9001,,,,,71,Volunteers,3992,01894-593-0000090134,9,Retiree,1/31/15,12/27/04,,Active,1
,,,60517-1220,,,,,55,Individuals,103969,01894-079-0033987,16,2 YR Morton 2,5/31/16,4/14/98,,Active,1
,,,60516-3078,,,,,84,Individuals,9912,19940117_JW_009912,21,2 YR Morton 1,8/31/16,8/31/93,,Active,1
,,,60540,,,Recipient,Donor,41,Individuals,137724,01894-593-0000088759,9,Morton 4,1/31/15,12/7/04,,Active,1
,,,60302,,,,,50,Individuals,145628,01894-593-0000102528,9,2 YR Morton 4,12/31/14,11/12/05,,Active,1
,,,60544,,,,,,Individuals,145641,01894-593-0000102547,9,Morton 1,2/28/15,11/12/05,,Active,1
,,,60137-6873,,,,,,Individuals,137569,01894-593-0000088508,9,Morton 2,12/31/14,11/17/04,,Active,1
,,,60137,,,,,56,Individuals,145718,01894-593-0000102698,8,Morton 2,1/31/15,11/13/05,,Active,1
,,,60181,,,,,80,Individuals,110159,01894-079-0043000,3,Morton 2,12/31/14,10/31/11,,Active,1
,,,60451,,,,,65,Individuals,134533,01894-593-0000082927,10,Morton 6,1/31/15,6/4/04,,Active,1
,,,60134-3044,,,,Donor,70,Individuals,13133,19941219_AH_013133,12,2 YR Morton 1,1/31/16,11/27/01,,Active,1
,,,60137-5021,,,,,77,Individuals,131299,01894-079-0075490,11,2 YR Morton 2,9/30/15,8/12/03,,Active,1
,,,60193,,,,,69,Individuals,123957,01894-079-0062805,13,Morton 4,1/31/15,10/30/01,,Active,1
,,,60563-1251,,,,Donor,71,Individuals,6214,19940105_JM_006214,20,2 YR Morton 2,1/31/15,12/31/93,,Active,1
,,,60178-2412,,,,,,Individuals,124709,01894-079-0064038,12,Morton 2,2/28/15,1/5/02,,Active,1
,,,60174,,,,,,Individuals,132768,01894-079-0079432,10,Morton 4,3/31/15,12/28/03,,Active,1
,,,60515-1340,,,,Donor,76,Individuals,3640,19931213_WK_003640,21,2 YR Morton 2,1/31/16,1/31/93,,Active,1
,,,60565-3479,,,,,70,Individuals,114948,01894-079-0049652,14,2 YR Morton 2,4/30/16,3/21/00,,Active,1
,,,60521-4554,,,,,82,Individuals,3941,19931215_DH_003941,21,2 YR Morton 2,12/31/14,7/31/93,,Active,1
,,,60189-6359,,,,,58,Individuals,124126,01894-079-0063072,12,Morton 2,1/31/15,11/15/01,,Active,1
,,,60563-2219,,,,,75,Individuals,106385,01894-079-0037719,16,Morton 2,5/31/15,3/30/98,,Active,1
,,,60189-8979,,,,,67,Individuals,105848,01894-079-0036917,16,Morton 1,1/31/15,1/23/98,,Active,1
,,,60491-8757,,,,Donor,,Individuals,111500,01894-079-0044788,15,2 YR Morton 4,6/30/16,5/15/99,,Active,1
,,,61874,,,,,57,Individuals,109176,01894-079-0041594,15,2 YR Morton 2,2/29/16,12/11/98,,Active,1
,,,60189-6718,,,,,,Individuals,137854,01894-593-0000088957,9,Morton 2,2/28/15,12/16/04,,Active,1
,,,60137,,,,,55,Individuals,113993,01894-079-0048112,14,Morton 2,1/31/15,12/20/99,,Active,1
,,,60137,,,,,51,Individuals,139442,01894-593-0000091567,9,2 YR Morton 2,7/31/16,5/11/05,,Active,1
,,,60441,,,,,,Individuals,137478,01894-593-0000088339,10,2 YR Morton 1,12/31/15,11/6/04,,Active,1
,,,60540-3500,,,,,78,Individuals,5146,19931228_JE_005146,21,2 YR Morton 4,1/31/15,1/31/93,,Active,1
,,,60707,,,,,,Individuals,132618,01894-079-0079097,10,Morton 2,2/28/15,12/12/03,,Active,1
,,,60517-3718,,,,,65,Individuals,113735,01894-079-0047744,14,Morton 4,1/31/15,11/19/99,,Active,1
,,,60302-3313,,,,,64,Individuals,101686,01894-079-0027991,17,2 YR Morton 2,1/31/15,1/23/97,,Active,1
,,,60506,,,,,63,Individuals,109934,01894-079-0042663,15,Morton 4,2/28/15,12/21/98,,Active,1
,,,60148-3827,,,,,89,Individuals,7667,19940117_VR_007667,20,2 YR Morton 2,4/30/15,3/31/94,,Active,1
,,,60513,,,,,,Individuals,132218,01894-079-0078180,11,Morton 1,4/30/15,10/29/03,,Active,1
,,,60555-1241,,,,Donor,80,Individuals,106650,01894-079-0038054,16,2 YR Morton 2,9/30/16,4/8/98,,Active,1
,,,60532,,,Recipient,,,Individuals,146003,01894-079-0063288,18,2 YR Morton 2,5/31/16,1/31/96,,Active,1
,,,60565,,,,,59,Individuals,146008,01894-593-0000103180,8,Morton 2,1/31/15,12/3/05,,Active,1
,,,60188,,,,,72,Individuals,146037,01894-593-0000103231,8,2 YR Morton 2,2/29/16,12/5/05,,Active,1
