Stock,Industry,SubIndustry,Date,Positiv,Negativ,Pstv,Ngtv,Strong,Weak,Active,Passive,Polarity PN,Polarity SW,Polarity AP
DGX,Health Care,Health Care Facilities,7/21/09,0.144,0.071,0.136,0.067,0.22,0.033,0.199,0.088,0.339,0.743,0.388
DGX,Health Care,Health Care Facilities,10/20/09,0.141,0.066,0.133,0.059,0.218,0.029,0.171,0.092,0.362,0.766,0.299
DGX,Health Care,Health Care Facilities,1/25/10,0.141,0.066,0.135,0.06,0.239,0.029,0.182,0.081,0.363,0.784,0.385
DHI,Consumer Discretionary,Construction,1/19/06,0.106,0.057,0.097,0.054,0.2,0.041,0.203,0.077,0.302,0.663,0.453
DHI,Consumer Discretionary,Construction,4/18/06,0.129,0.057,0.121,0.05,0.206,0.03,0.181,0.077,0.387,0.743,0.405
DHI,Consumer Discretionary,Construction,7/20/06,0.123,0.068,0.118,0.062,0.212,0.03,0.197,0.08,0.284,0.75,0.423
DHI,Consumer Discretionary,Construction,11/14/06,0.111,0.065,0.106,0.059,0.208,0.033,0.184,0.078,0.265,0.725,0.403
DHI,Consumer Discretionary,Construction,1/23/07,0.121,0.069,0.116,0.062,0.217,0.03,0.182,0.072,0.275,0.754,0.43
DHI,Consumer Discretionary,Construction,4/19/07,0.122,0.068,0.115,0.055,0.211,0.032,0.191,0.073,0.282,0.736,0.446
DHI,Consumer Discretionary,Construction,7/26/07,0.117,0.066,0.108,0.061,0.217,0.032,0.192,0.077,0.281,0.744,0.427
DHI,Consumer Discretionary,Construction,11/20/07,0.125,0.066,0.115,0.061,0.213,0.033,0.201,0.076,0.31,0.729,0.453
DHI,Consumer Discretionary,Construction,2/7/08,0.132,0.061,0.118,0.055,0.204,0.033,0.175,0.064,0.368,0.723,0.463
DHI,Consumer Discretionary,Construction,5/6/08,0.128,0.07,0.119,0.065,0.22,0.035,0.202,0.073,0.295,0.725,0.466
DHI,Consumer Discretionary,Construction,8/5/08,0.139,0.058,0.129,0.054,0.22,0.035,0.209,0.078,0.413,0.727,0.454
DHI,Consumer Discretionary,Construction,11/25/08,0.138,0.067,0.128,0.062,0.228,0.042,0.21,0.073,0.344,0.689,0.484
DHI,Consumer Discretionary,Construction,2/3/09,0.157,0.073,0.149,0.068,0.215,0.042,0.214,0.095,0.366,0.674,0.384
DHI,Consumer Discretionary,Construction,5/5/09,0.127,0.064,0.12,0.058,0.207,0.038,0.196,0.068,0.33,0.687,0.487
DHI,Consumer Discretionary,Construction,8/4/09,0.138,0.061,0.131,0.059,0.207,0.027,0.194,0.064,0.387,0.772,0.506
DHI,Consumer Discretionary,Construction,11/20/09,0.121,0.056,0.116,0.052,0.204,0.038,0.193,0.074,0.37,0.686,0.447
DHI,Consumer Discretionary,Construction,2/2/10,0.142,0.054,0.136,0.049,0.216,0.03,0.172,0.074,0.454,0.757,0.397
DHR,Industrials,Industrial Machinery,1/26/06,0.121,0.055,0.111,0.053,0.222,0.03,0.161,0.071,0.377,0.764,0.388
DHR,Industrials,Industrial Machinery,2/7/06,0.127,0.066,0.117,0.062,0.227,0.027,0.181,0.079,0.319,0.79,0.393
DHR,Industrials,Industrial Machinery,4/12/06,0.171,0.046,0.164,0.042,0.21,0.028,0.164,0.095,0.575,0.764,0.264
DHR,Industrials,Industrial Machinery,4/20/06,0.142,0.049,0.134,0.047,0.214,0.026,0.187,0.086,0.485,0.785,0.369
DHR,Industrials,Industrial Machinery,7/20/06,0.116,0.051,0.106,0.047,0.212,0.026,0.172,0.069,0.395,0.782,0.428
DHR,Industrials,Industrial Machinery,8/14/06,0.169,0.057,0.155,0.056,0.215,0.028,0.158,0.076,0.499,0.773,0.354
DHR,Industrials,Industrial Machinery,9/14/06,0.141,0.057,0.134,0.054,0.19,0.023,0.172,0.088,0.425,0.789,0.323
DHR,Industrials,Industrial Machinery,10/19/06,0.128,0.058,0.115,0.055,0.219,0.025,0.168,0.079,0.374,0.795,0.363
DHR,Industrials,Industrial Machinery,1/25/07,0.129,0.049,0.12,0.046,0.216,0.028,0.164,0.069,0.447,0.769,0.409
DHR,Industrials,Industrial Machinery,4/19/07,0.123,0.059,0.114,0.057,0.223,0.029,0.164,0.074,0.356,0.768,0.382
DHR,Industrials,Industrial Machinery,7/19/07,0.138,0.051,0.128,0.048,0.211,0.029,0.161,0.07,0.463,0.758,0.393
DHR,Industrials,Industrial Machinery,10/15/07,0.175,0.052,0.166,0.05,0.212,0.029,0.181,0.085,0.543,0.758,0.359
DHR,Industrials,Industrial Machinery,10/18/07,0.131,0.057,0.119,0.055,0.209,0.031,0.155,0.079,0.396,0.744,0.323
DHR,Industrials,Industrial Machinery,1/24/08,0.125,0.059,0.117,0.056,0.221,0.028,0.175,0.066,0.36,0.775,0.452
DHR,Industrials,Industrial Machinery,4/17/08,0.135,0.071,0.126,0.068,0.234,0.037,0.192,0.093,0.311,0.73,0.348
DHR,Industrials,Industrial Machinery,7/17/08,0.128,0.057,0.119,0.054,0.228,0.032,0.173,0.075,0.386,0.752,0.397
DHR,Industrials,Industrial Machinery,10/16/08,0.14,0.068,0.129,0.064,0.23,0.032,0.185,0.07,0.348,0.754,0.449
DHR,Industrials,Industrial Machinery,1/26/09,0.129,0.059,0.118,0.056,0.216,0.031,0.167,0.065,0.371,0.749,0.439
DHR,Industrials,Industrial Machinery,4/23/09,0.149,0.066,0.136,0.062,0.216,0.036,0.179,0.079,0.388,0.717,0.389
DHR,Industrials,Industrial Machinery,7/23/09,0.134,0.07,0.121,0.066,0.206,0.037,0.166,0.069,0.313,0.698,0.415
DHR,Industrials,Industrial Machinery,9/2/09,0.164,0.048,0.158,0.047,0.217,0.029,0.186,0.093,0.549,0.765,0.335
DHR,Industrials,Industrial Machinery,10/22/09,0.113,0.066,0.106,0.062,0.204,0.035,0.165,0.064,0.265,0.71,0.444
DHR,Industrials,Industrial Machinery,1/28/10,0.145,0.074,0.136,0.07,0.225,0.043,0.17,0.073,0.327,0.681,0.399
DIS,Consumer Discretionary,Broadcasting & Cable TV,1/24/06,0.213,0.051,0.202,0.048,0.221,0.018,0.196,0.073,0.616,0.847,0.459
DIS,Consumer Discretionary,Broadcasting & Cable TV,2/6/06,0.168,0.039,0.151,0.037,0.192,0.022,0.152,0.09,0.621,0.792,0.255
DIS,Consumer Discretionary,Broadcasting & Cable TV,4/11/06,0.179,0.06,0.169,0.057,0.216,0.024,0.182,0.098,0.499,0.797,0.298
DIS,Consumer Discretionary,Broadcasting & Cable TV,5/9/06,0.175,0.042,0.152,0.041,0.207,0.022,0.187,0.082,0.615,0.806,0.392
DIS,Consumer Discretionary,Broadcasting & Cable TV,8/9/06,0.173,0.042,0.153,0.041,0.194,0.02,0.169,0.082,0.607,0.815,0.346
DIS,Consumer Discretionary,Broadcasting & Cable TV,11/9/06,0.158,0.041,0.142,0.041,0.213,0.022,0.168,0.081,0.588,0.81,0.348
DIS,Consumer Discretionary,Broadcasting & Cable TV,2/7/07,0.138,0.042,0.123,0.038,0.2,0.03,0.15,0.088,0.533,0.739,0.264
DIS,Consumer Discretionary,Broadcasting & Cable TV,5/8/07,0.163,0.044,0.148,0.04,0.183,0.023,0.163,0.079,0.578,0.775,0.351
DIS,Consumer Discretionary,Broadcasting & Cable TV,8/1/07,0.159,0.054,0.145,0.051,0.199,0.02,0.191,0.087,0.496,0.814,0.373
DIS,Consumer Discretionary,Broadcasting & Cable TV,11/8/07,0.149,0.043,0.141,0.042,0.185,0.023,0.164,0.084,0.553,0.78,0.321
DIS,Consumer Discretionary,Broadcasting & Cable TV,2/5/08,0.159,0.046,0.141,0.043,0.193,0.021,0.166,0.07,0.554,0.802,0.405
DIS,Consumer Discretionary,Broadcasting & Cable TV,5/6/08,0.161,0.048,0.146,0.047,0.2,0.024,0.178,0.078,0.539,0.784,0.393
DIS,Consumer Discretionary,Broadcasting & Cable TV,7/30/08,0.158,0.06,0.139,0.059,0.202,0.032,0.169,0.085,0.449,0.724,0.331
DIS,Consumer Discretionary,Broadcasting & Cable TV,11/6/08,0.167,0.061,0.146,0.057,0.2,0.027,0.169,0.078,0.468,0.761,0.368
DIS,Consumer Discretionary,Broadcasting & Cable TV,2/3/09,0.148,0.068,0.124,0.066,0.181,0.034,0.188,0.074,0.369,0.685,0.435
DIS,Consumer Discretionary,Broadcasting & Cable TV,5/5/09,0.158,0.053,0.147,0.053,0.192,0.028,0.182,0.084,0.497,0.743,0.369
DIS,Consumer Discretionary,Broadcasting & Cable TV,7/30/09,0.171,0.053,0.152,0.053,0.201,0.03,0.189,0.09,0.524,0.744,0.354
DIS,Consumer Discretionary,Broadcasting & Cable TV,8/31/09,0.223,0.048,0.196,0.046,0.213,0.018,0.185,0.081,0.649,0.846,0.391
DIS,Consumer Discretionary,Broadcasting & Cable TV,11/12/09,0.169,0.048,0.155,0.046,0.202,0.025,0.172,0.085,0.558,0.782,0.338
DIS,Consumer Discretionary,Broadcasting & Cable TV,2/9/10,0.168,0.058,0.148,0.057,0.183,0.027,0.178,0.077,0.486,0.742,0.396
DOV,Industrials,Industrial Machinery,1/27/06,0.15,0.056,0.142,0.055,0.235,0.033,0.182,0.069,0.453,0.752,0.452
DOV,Industrials,Industrial Machinery,4/28/06,0.153,0.045,0.148,0.042,0.253,0.026,0.201,0.067,0.547,0.815,0.503
DOV,Industrials,Industrial Machinery,7/26/06,0.138,0.046,0.13,0.044,0.235,0.033,0.192,0.077,0.5,0.757,0.431
DOV,Industrials,Industrial Machinery,10/25/06,0.13,0.056,0.12,0.052,0.258,0.033,0.2,0.073,0.398,0.774,0.465
DOV,Industrials,Industrial Machinery,1/31/07,0.157,0.049,0.151,0.048,0.244,0.033,0.207,0.086,0.522,0.759,0.412
DOV,Industrials,Industrial Machinery,4/25/07,0.153,0.05,0.143,0.047,0.254,0.038,0.211,0.081,0.506,0.737,0.448
DOV,Industrials,Industrial Machinery,7/25/07,0.159,0.051,0.152,0.05,0.236,0.024,0.203,0.076,0.512,0.813,0.458
DOV,Industrials,Industrial Machinery,10/24/07,0.132,0.055,0.125,0.055,0.234,0.029,0.194,0.088,0.409,0.782,0.377
DOV,Industrials,Industrial Machinery,1/30/08,0.152,0.059,0.148,0.056,0.25,0.025,0.183,0.09,0.44,0.821,0.343
DOV,Industrials,Industrial Machinery,4/23/08,0.153,0.046,0.148,0.045,0.251,0.026,0.205,0.08,0.541,0.811,0.436
DOV,Industrials,Industrial Machinery,7/23/08,0.149,0.048,0.14,0.047,0.255,0.024,0.197,0.079,0.516,0.827,0.424
DOV,Industrials,Industrial Machinery,10/22/08,0.134,0.055,0.127,0.054,0.238,0.026,0.179,0.073,0.421,0.804,0.418
DOV,Industrials,Industrial Machinery,1/28/09,0.126,0.066,0.119,0.063,0.226,0.028,0.2,0.073,0.315,0.779,0.464
DOV,Industrials,Industrial Machinery,4/22/09,0.117,0.075,0.112,0.072,0.215,0.034,0.195,0.08,0.22,0.726,0.416
DOV,Industrials,Industrial Machinery,7/24/09,0.14,0.065,0.133,0.064,0.228,0.035,0.19,0.072,0.363,0.734,0.449
DOV,Industrials,Industrial Machinery,10/23/09,0.126,0.072,0.121,0.07,0.218,0.039,0.187,0.083,0.273,0.699,0.386
DOV,Industrials,Industrial Machinery,1/29/10,0.12,0.074,0.116,0.068,0.229,0.036,0.193,0.084,0.241,0.73,0.395
DOW,Materials,Diversified Chemicals,4/27/06,0.118,0.056,0.113,0.054,0.201,0.032,0.153,0.077,0.354,0.725,0.328
DOW,Materials,Diversified Chemicals,7/27/06,0.134,0.055,0.125,0.049,0.211,0.025,0.167,0.072,0.421,0.79,0.398
DOW,Materials,Diversified Chemicals,10/26/06,0.127,0.065,0.118,0.059,0.212,0.028,0.173,0.072,0.323,0.769,0.414
DOW,Materials,Diversified Chemicals,1/25/07,0.142,0.063,0.131,0.06,0.238,0.033,0.184,0.085,0.387,0.756,0.368
DOW,Materials,Diversified Chemicals,4/26/07,0.143,0.059,0.132,0.057,0.219,0.02,0.165,0.066,0.416,0.83,0.43
DOW,Materials,Diversified Chemicals,7/26/07,0.126,0.046,0.12,0.043,0.212,0.02,0.172,0.068,0.461,0.83,0.436
DOW,Materials,Diversified Chemicals,9/14/07,0.167,0.046,0.159,0.037,0.199,0.027,0.169,0.079,0.571,0.759,0.361
DOW,Materials,Diversified Chemicals,10/25/07,0.127,0.054,0.119,0.05,0.209,0.025,0.155,0.067,0.405,0.79,0.395
DOW,Materials,Diversified Chemicals,1/29/08,0.139,0.05,0.129,0.048,0.205,0.024,0.163,0.083,0.469,0.792,0.324
DOW,Materials,Diversified Chemicals,4/24/08,0.131,0.052,0.124,0.05,0.189,0.024,0.162,0.076,0.433,0.777,0.36
DOW,Materials,Diversified Chemicals,7/10/08,0.18,0.051,0.162,0.048,0.22,0.016,0.158,0.08,0.561,0.863,0.329
DOW,Materials,Diversified Chemicals,7/24/08,0.12,0.055,0.115,0.05,0.218,0.028,0.168,0.074,0.376,0.77,0.391
DOW,Materials,Diversified Chemicals,10/23/08,0.135,0.061,0.126,0.057,0.212,0.026,0.178,0.073,0.381,0.782,0.422
DOW,Materials,Diversified Chemicals,12/1/08,0.148,0.042,0.14,0.04,0.212,0.017,0.182,0.086,0.558,0.853,0.356
DOW,Materials,Diversified Chemicals,12/8/08,0.141,0.071,0.131,0.069,0.247,0.021,0.186,0.06,0.33,0.843,0.51
DOW,Materials,Diversified Chemicals,2/3/09,0.154,0.063,0.14,0.059,0.215,0.024,0.176,0.076,0.419,0.796,0.397
DOW,Materials,Diversified Chemicals,3/9/09,0.168,0.059,0.145,0.057,0.213,0.024,0.166,0.084,0.479,0.799,0.326
DOW,Materials,Diversified Chemicals,4/30/09,0.148,0.053,0.136,0.051,0.224,0.028,0.182,0.072,0.475,0.775,0.431
DOW,Materials,Diversified Chemicals,7/20/09,0.17,0.05,0.16,0.042,0.216,0.042,0.18,0.077,0.544,0.676,0.401
DOW,Materials,Diversified Chemicals,7/30/09,0.15,0.06,0.137,0.057,0.222,0.023,0.161,0.068,0.43,0.812,0.404
DOW,Materials,Diversified Chemicals,10/22/09,0.134,0.054,0.121,0.051,0.221,0.023,0.171,0.071,0.429,0.814,0.413
DOW,Materials,Diversified Chemicals,2/2/10,0.123,0.062,0.109,0.059,0.216,0.029,0.16,0.077,0.333,0.761,0.353
DRI,Consumer Discretionary,Restaurants,3/22/06,0.127,0.07,0.122,0.067,0.206,0.03,0.165,0.078,0.293,0.746,0.36
DRI,Consumer Discretionary,Restaurants,6/21/06,0.157,0.057,0.149,0.054,0.223,0.027,0.166,0.094,0.467,0.785,0.274
DRI,Consumer Discretionary,Restaurants,9/20/06,0.15,0.072,0.143,0.069,0.23,0.034,0.183,0.078,0.35,0.742,0.404
DRI,Consumer Discretionary,Restaurants,12/20/06,0.149,0.064,0.143,0.061,0.242,0.039,0.182,0.083,0.4,0.723,0.374
DRI,Consumer Discretionary,Restaurants,3/21/07,0.142,0.062,0.135,0.058,0.227,0.026,0.169,0.077,0.389,0.794,0.376
DRI,Consumer Discretionary,Restaurants,5/7/07,0.13,0.061,0.123,0.061,0.203,0.033,0.17,0.077,0.359,0.722,0.379
DRI,Consumer Discretionary,Restaurants,6/20/07,0.13,0.062,0.123,0.06,0.227,0.027,0.165,0.079,0.356,0.79,0.352
DRI,Consumer Discretionary,Restaurants,8/17/07,0.151,0.063,0.146,0.059,0.226,0.035,0.185,0.099,0.411,0.729,0.302
DRI,Consumer Discretionary,Restaurants,9/19/07,0.13,0.06,0.122,0.056,0.224,0.029,0.175,0.072,0.365,0.771,0.417
DRI,Consumer Discretionary,Restaurants,12/19/07,0.122,0.074,0.113,0.069,0.225,0.028,0.171,0.085,0.246,0.78,0.335
DRI,Consumer Discretionary,Restaurants,3/19/08,0.119,0.074,0.111,0.072,0.226,0.029,0.186,0.082,0.237,0.775,0.39
DRI,Consumer Discretionary,Restaurants,6/25/08,0.117,0.071,0.111,0.068,0.228,0.028,0.167,0.081,0.247,0.778,0.346
DRI,Consumer Discretionary,Restaurants,9/17/08,0.116,0.075,0.107,0.073,0.231,0.031,0.197,0.08,0.212,0.763,0.424
DRI,Consumer Discretionary,Restaurants,12/19/08,0.125,0.095,0.116,0.092,0.238,0.033,0.195,0.071,0.136,0.755,0.466
DRI,Consumer Discretionary,Restaurants,3/18/09,0.131,0.099,0.12,0.096,0.249,0.032,0.189,0.067,0.14,0.773,0.474
DRI,Consumer Discretionary,Restaurants,6/24/09,0.118,0.081,0.111,0.076,0.204,0.036,0.174,0.075,0.188,0.697,0.396
DRI,Consumer Discretionary,Restaurants,9/30/09,0.147,0.075,0.139,0.071,0.235,0.03,0.182,0.072,0.325,0.771,0.435
DRI,Consumer Discretionary,Restaurants,12/18/09,0.13,0.096,0.123,0.091,0.232,0.042,0.195,0.076,0.152,0.693,0.44
DTE,Utilities,Multi-Utilities & Unregulated Power,2/16/06,0.127,0.059,0.12,0.058,0.237,0.025,0.187,0.075,0.363,0.81,0.425
DTE,Utilities,Multi-Utilities & Unregulated Power,4/6/06,0.135,0.065,0.121,0.062,0.257,0.024,0.215,0.087,0.348,0.831,0.423
DTE,Utilities,Multi-Utilities & Unregulated Power,4/27/06,0.133,0.053,0.12,0.049,0.226,0.027,0.201,0.075,0.431,0.789,0.457
DTE,Utilities,Multi-Utilities & Unregulated Power,7/28/06,0.132,0.05,0.125,0.047,0.235,0.023,0.164,0.067,0.449,0.822,0.417
DTE,Utilities,Multi-Utilities & Unregulated Power,11/2/06,0.125,0.056,0.113,0.055,0.225,0.035,0.173,0.081,0.38,0.732,0.361
DTE,Utilities,Multi-Utilities & Unregulated Power,2/27/07,0.135,0.059,0.121,0.057,0.259,0.03,0.194,0.08,0.393,0.793,0.414
DTE,Utilities,Multi-Utilities & Unregulated Power,5/3/07,0.134,0.057,0.124,0.055,0.243,0.023,0.178,0.073,0.407,0.826,0.418
DTE,Utilities,Multi-Utilities & Unregulated Power,5/21/07,0.142,0.046,0.126,0.044,0.223,0.024,0.174,0.063,0.511,0.808,0.466
DTE,Utilities,Multi-Utilities & Unregulated Power,7/2/07,0.166,0.028,0.149,0.026,0.235,0.017,0.17,0.08,0.708,0.866,0.36
DTE,Utilities,Multi-Utilities & Unregulated Power,8/14/07,0.136,0.074,0.123,0.073,0.232,0.03,0.173,0.079,0.295,0.769,0.376
DTE,Utilities,Multi-Utilities & Unregulated Power,11/9/07,0.113,0.073,0.104,0.069,0.222,0.035,0.14,0.067,0.211,0.728,0.35
DTE,Utilities,Multi-Utilities & Unregulated Power,12/10/07,0.176,0.067,0.163,0.066,0.226,0.042,0.186,0.099,0.449,0.685,0.303
DTE,Utilities,Multi-Utilities & Unregulated Power,2/22/08,0.132,0.066,0.117,0.064,0.25,0.03,0.195,0.089,0.332,0.783,0.373
DTE,Utilities,Multi-Utilities & Unregulated Power,5/1/08,0.136,0.074,0.124,0.072,0.246,0.016,0.17,0.075,0.294,0.88,0.389
DTE,Utilities,Multi-Utilities & Unregulated Power,7/2/08,0.121,0.046,0.108,0.044,0.233,0.025,0.186,0.082,0.448,0.803,0.386
DTE,Utilities,Multi-Utilities & Unregulated Power,7/31/08,0.118,0.074,0.103,0.072,0.252,0.032,0.147,0.071,0.229,0.774,0.349
DTE,Utilities,Multi-Utilities & Unregulated Power,10/30/08,0.127,0.086,0.118,0.084,0.245,0.028,0.173,0.075,0.191,0.796,0.394
DTE,Utilities,Multi-Utilities & Unregulated Power,2/24/09,0.117,0.074,0.104,0.07,0.243,0.027,0.193,0.092,0.225,0.801,0.355
DTE,Utilities,Multi-Utilities & Unregulated Power,4/30/09,0.126,0.084,0.113,0.079,0.232,0.036,0.165,0.072,0.204,0.728,0.391
DTE,Utilities,Multi-Utilities & Unregulated Power,7/31/09,0.142,0.088,0.127,0.083,0.232,0.034,0.176,0.076,0.234,0.742,0.397
DTE,Utilities,Multi-Utilities & Unregulated Power,10/30/09,0.145,0.08,0.137,0.078,0.252,0.033,0.146,0.064,0.291,0.771,0.391
DTE,Utilities,Multi-Utilities & Unregulated Power,2/23/10,0.132,0.066,0.121,0.062,0.278,0.027,0.208,0.092,0.336,0.823,0.386
DTV,Consumer Discretionary,Broadcasting & Cable TV,2/8/06,0.14,0.087,0.131,0.084,0.231,0.032,0.23,0.086,0.234,0.758,0.454
DTV,Consumer Discretionary,Broadcasting & Cable TV,5/4/06,0.143,0.095,0.133,0.093,0.229,0.033,0.227,0.089,0.201,0.75,0.438
DTV,Consumer Discretionary,Broadcasting & Cable TV,8/8/06,0.158,0.093,0.149,0.091,0.226,0.042,0.215,0.079,0.259,0.689,0.461
DTV,Consumer Discretionary,Broadcasting & Cable TV,11/8/06,0.139,0.079,0.131,0.076,0.219,0.027,0.213,0.067,0.278,0.783,0.519
DTV,Consumer Discretionary,Broadcasting & Cable TV,2/7/07,0.134,0.063,0.123,0.06,0.232,0.024,0.202,0.087,0.361,0.816,0.396
DTV,Consumer Discretionary,Broadcasting & Cable TV,5/9/07,0.149,0.08,0.135,0.079,0.232,0.025,0.201,0.067,0.302,0.807,0.497
DTV,Consumer Discretionary,Broadcasting & Cable TV,8/9/07,0.144,0.076,0.138,0.073,0.224,0.028,0.199,0.083,0.311,0.78,0.412
DTV,Consumer Discretionary,Broadcasting & Cable TV,11/7/07,0.149,0.071,0.136,0.069,0.224,0.028,0.213,0.08,0.356,0.778,0.454
DTV,Consumer Discretionary,Broadcasting & Cable TV,2/13/08,0.153,0.07,0.143,0.068,0.226,0.031,0.209,0.094,0.373,0.761,0.378
DTV,Consumer Discretionary,Broadcasting & Cable TV,4/18/08,0.212,0.056,0.201,0.053,0.221,0.025,0.176,0.085,0.583,0.796,0.348
DTV,Consumer Discretionary,Broadcasting & Cable TV,5/7/08,0.164,0.076,0.154,0.072,0.234,0.03,0.223,0.088,0.367,0.774,0.433
DTV,Consumer Discretionary,Broadcasting & Cable TV,8/7/08,0.145,0.078,0.142,0.073,0.225,0.031,0.207,0.089,0.304,0.76,0.399
DTV,Consumer Discretionary,Broadcasting & Cable TV,11/6/08,0.145,0.071,0.135,0.068,0.231,0.033,0.189,0.088,0.343,0.753,0.366
DTV,Consumer Discretionary,Broadcasting & Cable TV,2/10/09,0.16,0.072,0.146,0.068,0.237,0.027,0.204,0.101,0.38,0.793,0.339
DTV,Consumer Discretionary,Broadcasting & Cable TV,5/4/09,0.19,0.045,0.173,0.044,0.218,0.027,0.186,0.087,0.614,0.777,0.364
DTV,Consumer Discretionary,Broadcasting & Cable TV,5/7/09,0.16,0.076,0.149,0.074,0.208,0.033,0.194,0.094,0.352,0.727,0.349
DTV,Consumer Discretionary,Broadcasting & Cable TV,8/6/09,0.158,0.072,0.14,0.068,0.217,0.035,0.172,0.082,0.374,0.72,0.354
DTV,Consumer Discretionary,Broadcasting & Cable TV,11/5/09,0.155,0.078,0.144,0.075,0.202,0.032,0.181,0.08,0.329,0.725,0.385
DTV,Consumer Discretionary,Broadcasting & Cable TV,2/18/10,0.162,0.067,0.154,0.063,0.228,0.027,0.171,0.084,0.418,0.789,0.338
DUK,Utilities,Electric Utilities,2/1/06,0.145,0.06,0.133,0.058,0.216,0.023,0.147,0.076,0.412,0.81,0.317
DUK,Utilities,Electric Utilities,5/2/06,0.129,0.047,0.116,0.045,0.216,0.026,0.144,0.063,0.463,0.789,0.39
DUK,Utilities,Electric Utilities,6/27/06,0.149,0.028,0.142,0.025,0.225,0.025,0.169,0.07,0.683,0.799,0.413
DUK,Utilities,Electric Utilities,6/29/06,0.177,0.048,0.164,0.046,0.259,0.022,0.165,0.073,0.572,0.841,0.386
DUK,Utilities,Electric Utilities,8/3/06,0.149,0.054,0.129,0.05,0.225,0.032,0.173,0.081,0.467,0.748,0.365
DUK,Utilities,Electric Utilities,11/3/06,0.142,0.059,0.127,0.057,0.244,0.028,0.162,0.072,0.41,0.797,0.386
DUK,Utilities,Electric Utilities,2/6/07,0.147,0.054,0.13,0.052,0.256,0.024,0.167,0.069,0.463,0.829,0.417
DUK,Utilities,Electric Utilities,5/8/07,0.148,0.054,0.131,0.052,0.258,0.026,0.193,0.068,0.465,0.815,0.48
DUK,Utilities,Electric Utilities,8/7/07,0.146,0.06,0.124,0.058,0.255,0.03,0.183,0.074,0.422,0.792,0.425
DUK,Utilities,Electric Utilities,11/2/07,0.151,0.057,0.13,0.053,0.268,0.021,0.192,0.07,0.451,0.855,0.465
DUK,Utilities,Electric Utilities,2/5/08,0.144,0.05,0.13,0.047,0.263,0.021,0.175,0.077,0.486,0.851,0.391
DUK,Utilities,Electric Utilities,5/2/08,0.152,0.055,0.127,0.051,0.256,0.029,0.192,0.082,0.469,0.796,0.404
DUK,Utilities,Electric Utilities,8/5/08,0.131,0.059,0.108,0.057,0.248,0.038,0.196,0.081,0.378,0.732,0.417
DUK,Utilities,Electric Utilities,11/5/08,0.131,0.054,0.115,0.052,0.239,0.033,0.183,0.074,0.42,0.756,0.427
DUK,Utilities,Electric Utilities,2/5/09,0.122,0.073,0.11,0.07,0.251,0.041,0.167,0.091,0.248,0.722,0.298
DUK,Utilities,Electric Utilities,5/5/09,0.128,0.066,0.113,0.064,0.245,0.035,0.176,0.073,0.32,0.749,0.415
DUK,Utilities,Electric Utilities,8/4/09,0.119,0.069,0.103,0.067,0.254,0.036,0.174,0.069,0.263,0.75,0.43
DUK,Utilities,Electric Utilities,10/30/09,0.13,0.062,0.114,0.059,0.246,0.032,0.173,0.068,0.358,0.768,0.435
DVN,Energy,Oil & Gas Exploration & Production,2/1/06,0.101,0.057,0.092,0.054,0.187,0.023,0.148,0.078,0.276,0.778,0.311
DVN,Energy,Oil & Gas Exploration & Production,5/2/06,0.142,0.039,0.118,0.036,0.254,0.035,0.163,0.083,0.566,0.756,0.327
DVN,Energy,Oil & Gas Exploration & Production,5/3/06,0.118,0.051,0.107,0.048,0.201,0.025,0.163,0.08,0.398,0.78,0.342
DVN,Energy,Oil & Gas Exploration & Production,8/2/06,0.094,0.053,0.086,0.048,0.201,0.017,0.154,0.072,0.28,0.841,0.362
DVN,Energy,Oil & Gas Exploration & Production,9/5/06,0.138,0.065,0.134,0.062,0.222,0.053,0.199,0.073,0.363,0.615,0.465
DVN,Energy,Oil & Gas Exploration & Production,11/1/06,0.126,0.054,0.114,0.053,0.204,0.025,0.165,0.075,0.397,0.78,0.374
DVN,Energy,Oil & Gas Exploration & Production,1/23/07,0.118,0.06,0.101,0.058,0.229,0.02,0.15,0.068,0.324,0.842,0.379
DVN,Energy,Oil & Gas Exploration & Production,2/7/07,0.105,0.054,0.099,0.049,0.19,0.023,0.153,0.072,0.319,0.782,0.358
DVN,Energy,Oil & Gas Exploration & Production,5/2/07,0.112,0.047,0.102,0.043,0.193,0.026,0.153,0.072,0.412,0.765,0.363
DVN,Energy,Oil & Gas Exploration & Production,8/1/07,0.115,0.047,0.108,0.044,0.195,0.024,0.159,0.083,0.424,0.781,0.315
DVN,Energy,Oil & Gas Exploration & Production,11/7/07,0.12,0.055,0.113,0.053,0.194,0.025,0.158,0.072,0.371,0.769,0.374
DVN,Energy,Oil & Gas Exploration & Production,2/6/08,0.113,0.063,0.107,0.06,0.207,0.031,0.163,0.075,0.282,0.741,0.372
DVN,Energy,Oil & Gas Exploration & Production,3/28/08,0.132,0.055,0.126,0.053,0.254,0.037,0.18,0.075,0.415,0.743,0.409
DVN,Energy,Oil & Gas Exploration & Production,5/7/08,0.125,0.054,0.117,0.053,0.208,0.03,0.168,0.07,0.394,0.751,0.412
DVN,Energy,Oil & Gas Exploration & Production,8/6/08,0.112,0.054,0.107,0.051,0.199,0.022,0.154,0.064,0.348,0.8,0.409
DVN,Energy,Oil & Gas Exploration & Production,11/5/08,0.129,0.051,0.118,0.05,0.193,0.03,0.15,0.069,0.43,0.73,0.369
